Order Date,Sales,Profit,Quantity,Discount,Customer ID,Order ID,Region,State/Province,Segment,Ship Mode,Sub-Category
2023-06-30,340.68,49.19,8,0.2,CUST-0084,ORD-2023-04563,South,Texas,Consumer,Standard Class,Binders
2023-06-30,686.44,-9.15,3,0.3,CUST-0386,ORD-2023-04891,South,Texas,Corporate,Standard Class,Chairs
2023-06-30,1098.6,72.33,3,0.2,CUST-0386,ORD-2023-04891,South,Texas,Corporate,Standard Class,Chairs
2023-07-01,1743.22,339.09,3,0.0,CUST-0001,ORD-2023-02660,West,Oregon,Corporate,Standard Class,Appliances
2023-07-01,4236.12,94.09,6,0.1,CUST-0005,ORD-2023-03603,West,Oregon,Consumer,Standard Class,Tables
2023-07-01,973.06,128.64,4,0.0,CUST-0005,ORD-2023-03603,West,Oregon,Consumer,Standard Class,Phones
2023-07-02,969.41,148.13,4,0.0,CUST-0056,ORD-2023-02521,West,California,Consumer,Second Class,Phones
2023-07-02,211.79,33.71,2,0.05,CUST-0056,ORD-2023-02521,West,California,Consumer,Second Class,Furnishings
2023-07-02,413.69,34.85,1,0.0,CUST-0056,ORD-2023-02521,West,California,Consumer,Second Class,Chairs
2023-07-02,1085.31,85.12,6,0.2,CUST-0056,ORD-2023-02521,West,California,Consumer,Second Class,Machines
2023-07-02,204.62,45.41,7,0.2,CUST-0433,ORD-2023-03911,West,Oregon,Consumer,Standard Class,Paper
2023-07-02,2696.93,197.22,7,0.0,CUST-0433,ORD-2023-03911,West,Oregon,Consumer,Standard Class,Machines
2023-07-02,2241.94,57.22,8,0.1,CUST-0433,ORD-2023-03911,West,Oregon,Consumer,Standard Class,Chairs
2023-07-02,679.51,62.57,1,0.0,CUST-0433,ORD-2023-03911,West,Oregon,Consumer,Standard Class,Bookcases
2023-07-02,2559.41,357.52,7,0.0,CUST-0016,ORD-2023-04853,Central,Ohio,Consumer,Standard Class,Tables
2023-07-03,293.5,21.57,3,0.05,CUST-0006,ORD-2023-00230,East,Massachusetts,Consumer,Standard Class,Furnishings
2023-07-03,60.86,8.95,1,0.0,CUST-0167,ORD-2023-00377,West,Washington,Corporate,Standard Class,Accessories
2023-07-03,391.46,9.6,5,0.2,CUST-0167,ORD-2023-00377,West,Washington,Corporate,Standard Class,Storage
2023-07-03,51.02,9.83,2,0.05,CUST-0228,ORD-2023-00441,Central,Michigan,Consumer,Second Class,Accessories
2023-07-03,890.6,91.32,1,0.3,CUST-0228,ORD-2023-00441,Central,Michigan,Consumer,Second Class,Copiers
2023-07-03,61.55,15.89,2,0.0,CUST-0228,ORD-2023-00441,Central,Michigan,Consumer,Second Class,Paper
2023-07-03,112.52,31.97,6,0.1,CUST-0325,ORD-2023-00783,East,Pennsylvania,Consumer,Standard Class,Paper
2023-07-03,4.81,1.39,1,0.0,CUST-0035,ORD-2023-04096,West,California,Consumer,Standard Class,Paper
2023-07-03,9029.16,2235.96,5,0.0,CUST-0172,ORD-2023-04344,Central,Ohio,Consumer,Standard Class,Copiers
2023-07-03,3425.84,552.72,8,0.0,CUST-0172,ORD-2023-04344,Central,Ohio,Consumer,Standard Class,Phones
2023-07-03,540.43,38.84,6,0.05,CUST-0172,ORD-2023-04344,Central,Ohio,Consumer,Standard Class,Storage
2023-07-03,2558.77,561.72,7,0.0,CUST-0222,ORD-2023-05074,East,New York,Corporate,Standard Class,Appliances
2023-07-04,2807.88,345.58,6,0.05,CUST-0195,ORD-2023-04286,East,Massachusetts,Corporate,Standard Class,Machines
2023-07-04,604.31,30.55,7,0.1,CUST-0111,ORD-2023-04897,West,Oregon,Consumer,Standard Class,Storage
2023-07-05,1648.16,271.94,8,0.15,CUST-0388,ORD-2023-00643,Central,Ohio,Corporate,Second Class,Appliances
2023-07-05,47.8,12.9,3,0.0,CUST-0388,ORD-2023-00643,Central,Ohio,Corporate,Second Class,Paper
2023-07-05,677.12,62.81,5,0.1,CUST-0388,ORD-2023-00643,Central,Ohio,Corporate,Second Class,Storage
2023-07-05,23.39,6.02,4,0.15,CUST-0388,ORD-2023-00643,Central,Ohio,Corporate,Second Class,Paper
2023-07-05,535.59,21.61,5,0.05,CUST-0236,ORD-2023-01973,Central,Michigan,Corporate,Second Class,Tables
2023-07-05,2790.04,436.77,3,0.3,CUST-0015,ORD-2023-03359,Central,Michigan,Consumer,Standard Class,Copiers
2023-07-05,268.68,34.54,4,0.05,CUST-0015,ORD-2023-03359,Central,Michigan,Consumer,Standard Class,Accessories
2023-07-05,149.98,28.83,4,0.0,CUST-0015,ORD-2023-03359,Central,Michigan,Consumer,Standard Class,Storage
2023-07-05,49.7,2.35,2,0.2,CUST-0015,ORD-2023-03359,Central,Michigan,Consumer,Standard Class,Storage
2023-07-05,126.93,30.32,8,0.15,CUST-0125,ORD-2023-04638,East,Pennsylvania,Consumer,Standard Class,Paper
2023-07-06,246.57,10.25,2,0.15,CUST-0228,ORD-2023-01567,Central,Michigan,Home Office,Standard Class,Chairs
2023-07-06,23.4,5.91,4,0.1,CUST-0326,ORD-2023-03567,Central,Michigan,Consumer,First Class,Paper
2023-07-06,3343.39,308.76,5,0.3,CUST-0326,ORD-2023-03567,Central,Michigan,Consumer,First Class,Phones
2023-07-06,733.64,87.84,6,0.0,CUST-0326,ORD-2023-03567,Central,Michigan,Consumer,First Class,Storage
2023-07-06,146.79,23.18,1,0.0,CUST-0326,ORD-2023-03567,Central,Michigan,Consumer,First Class,Storage
2023-07-06,66.08,10.05,8,0.15,CUST-0186,ORD-2023-04275,East,Massachusetts,Consumer,First Class,Paper
2023-07-06,306.94,45.85,3,0.15,CUST-0186,ORD-2023-04275,East,Massachusetts,Consumer,First Class,Accessories
2023-07-07,2600.73,184.31,4,0.05,CUST-0419,ORD-2023-04120,East,New York,Corporate,Standard Class,Tables
2023-07-07,19.85,4.49,2,0.15,CUST-0419,ORD-2023-04120,East,New York,Corporate,Standard Class,Paper
2023-07-08,927.21,61.23,7,0.05,CUST-0026,ORD-2023-00153,South,Florida,Consumer,First Class,Storage
2023-07-08,35.57,5.8,3,0.2,CUST-0026,ORD-2023-00153,South,Florida,Consumer,First Class,Paper
2023-07-08,249.22,36.35,7,0.05,CUST-0380,ORD-2023-03568,East,Pennsylvania,Consumer,Second Class,Furnishings
2023-07-09,9682.09,2081.33,8,0.05,CUST-0141,ORD-2023-01466,West,California,Home Office,First Class,Phones
2023-07-09,1663.49,136.94,6,0.1,CUST-0141,ORD-2023-01466,West,California,Home Office,First Class,Chairs
2023-07-09,139.75,37.72,6,0.1,CUST-0299,ORD-2023-01920,West,California,Consumer,Second Class,Paper
2023-07-09,46.12,8.07,7,0.05,CUST-0299,ORD-2023-01920,West,California,Consumer,Second Class,Binders
2023-07-09,34.24,9.38,2,0.05,CUST-0299,ORD-2023-01920,West,California,Consumer,Second Class,Paper
2023-07-09,1487.8,262.48,8,0.05,CUST-0299,ORD-2023-01920,West,California,Consumer,Second Class,Furnishings
2023-07-09,683.22,80.42,2,0.0,CUST-0353,ORD-2023-02595,South,Florida,Consumer,Standard Class,Chairs
2023-07-09,3659.65,37.68,5,0.15,CUST-0353,ORD-2023-02595,South,Florida,Consumer,Standard Class,Machines
2023-07-09,37.74,7.31,2,0.15,CUST-0353,ORD-2023-02595,South,Florida,Consumer,Standard Class,Binders
2023-07-09,3.7,1.07,1,0.0,CUST-0022,ORD-2023-04625,Central,Illinois,Home Office,Second Class,Paper
2023-07-09,926.65,193.55,3,0.0,CUST-0022,ORD-2023-04625,Central,Illinois,Home Office,Second Class,Appliances
2023-07-09,21.38,2.54,1,0.05,CUST-0022,ORD-2023-04625,Central,Illinois,Home Office,Second Class,Furnishings
2023-07-10,1304.81,138.93,6,0.1,CUST-0001,ORD-2023-00212,East,New York,Home Office,Standard Class,Furnishings
2023-07-10,1214.77,161.79,8,0.05,CUST-0001,ORD-2023-00212,East,New York,Home Office,Standard Class,Storage
2023-07-10,40.94,11.95,2,0.0,CUST-0001,ORD-2023-00212,East,New York,Home Office,Standard Class,Paper
2023-07-10,114.16,6.74,2,0.2,CUST-0001,ORD-2023-00212,East,New York,Home Office,Standard Class,Storage
2023-07-10,1735.53,281.47,4,0.2,CUST-0379,ORD-2023-05159,East,New York,Corporate,Standard Class,Copiers
2023-07-10,258.97,23.9,3,0.1,CUST-0235,ORD-2023-05176,Central,Illinois,Consumer,First Class,Furnishings
2023-07-10,27.06,7.89,1,0.05,CUST-0235,ORD-2023-05176,Central,Illinois,Consumer,First Class,Paper
2023-07-11,764.95,34.09,3,0.05,CUST-0098,ORD-2023-02764,Central,Michigan,Consumer,First Class,Chairs
2023-07-11,527.06,64.59,5,0.3,CUST-0327,ORD-2023-03965,West,Washington,Consumer,Standard Class,Appliances
2023-07-11,5794.68,792.27,7,0.1,CUST-0327,ORD-2023-03965,West,Washington,Consumer,Standard Class,Phones
2023-07-11,3549.28,343.7,8,0.05,CUST-0327,ORD-2023-03965,West,Washington,Consumer,Standard Class,Tables
2023-07-12,1666.36,309.46,5,0.0,CUST-0072,ORD-2023-05094,East,Pennsylvania,Corporate,Standard Class,Appliances
2023-07-13,1114.65,44.28,2,0.0,CUST-0063,ORD-2023-00350,South,Texas,Consumer,First Class,Bookcases
2023-07-13,3230.87,278.84,8,0.3,CUST-0063,ORD-2023-00350,South,Texas,Consumer,First Class,Phones
2023-07-13,55.17,3.53,1,0.3,CUST-0063,ORD-2023-00350,South,Texas,Consumer,First Class,Accessories
2023-07-13,29.88,8.28,3,0.0,CUST-0063,ORD-2023-00350,South,Texas,Consumer,First Class,Paper
2023-07-13,1362.91,287.05,6,0.05,CUST-0365,ORD-2023-00633,West,Washington,Home Office,Standard Class,Appliances
2023-07-13,143.61,20.8,3,0.3,CUST-0365,ORD-2023-00633,West,Washington,Home Office,Standard Class,Accessories
2023-07-13,1857.84,370.36,4,0.0,CUST-0365,ORD-2023-00633,West,Washington,Home Office,Standard Class,Appliances
2023-07-13,1153.59,150.76,5,0.05,CUST-0035,ORD-2023-01268,East,Pennsylvania,Consumer,Standard Class,Furnishings
2023-07-13,132.84,3.76,1,0.15,CUST-0035,ORD-2023-01268,East,Pennsylvania,Consumer,Standard Class,Storage
2023-07-13,1819.49,191.85,6,0.2,CUST-0035,ORD-2023-01268,East,Pennsylvania,Consumer,Standard Class,Phones
2023-07-13,950.48,86.69,5,0.0,CUST-0331,ORD-2023-03789,West,Washington,Home Office,Standard Class,Storage
2023-07-13,225.09,27.7,6,0.2,CUST-0331,ORD-2023-03789,West,Washington,Home Office,Standard Class,Binders
2023-07-13,381.75,58.47,5,0.0,CUST-0331,ORD-2023-03789,West,Washington,Home Office,Standard Class,Storage
2023-07-13,2014.18,294.04,3,0.15,CUST-0158,ORD-2023-05083,South,Georgia,Corporate,Standard Class,Phones
2023-07-13,111.15,23.25,1,0.0,CUST-0158,ORD-2023-05083,South,Georgia,Corporate,Standard Class,Accessories
2023-07-13,1225.2,151.57,2,0.0,CUST-0158,ORD-2023-05083,South,Georgia,Corporate,Standard Class,Chairs
2023-07-13,173.63,46.07,8,0.1,CUST-0158,ORD-2023-05083,South,Georgia,Corporate,Standard Class,Paper
2023-07-15,700.29,32.87,3,0.3,CUST-0110,ORD-2023-01387,East,Massachusetts,Home Office,Standard Class,Appliances
2023-07-15,404.64,78.88,6,0.1,CUST-0110,ORD-2023-01387,East,Massachusetts,Home Office,Standard Class,Accessories
2023-07-15,1035.83,32.26,2,0.05,CUST-0110,ORD-2023-01387,East,Massachusetts,Home Office,Standard Class,Bookcases
2023-07-15,227.37,57.19,8,0.1,CUST-0160,ORD-2023-02771,East,Massachusetts,Home Office,Second Class,Binders
2023-07-15,312.71,51.83,3,0.05,CUST-0160,ORD-2023-02771,East,Massachusetts,Home Office,Second Class,Accessories
2023-07-16,3001.08,192.99,8,0.2,CUST-0338,ORD-2023-00391,Central,Ohio,Consumer,Standard Class,Chairs
2023-07-17,270.11,35.56,4,0.0,CUST-0046,ORD-2023-03705,West,Washington,Home Office,Standard Class,Storage
2023-07-17,138.86,33.16,5,0.0,CUST-0046,ORD-2023-03705,West,Washington,Home Office,Standard Class,Paper
2023-07-17,41.94,7.65,8,0.1,CUST-0232,ORD-2023-03779,Central,Ohio,Consumer,Standard Class,Binders
2023-07-17,3.26,0.69,1,0.1,CUST-0193,ORD-2023-04147,South,Florida,Corporate,Second Class,Paper
2023-07-17,6816.74,332.37,8,0.2,CUST-0193,ORD-2023-04147,South,Florida,Corporate,Second Class,Machines
2023-07-17,65.59,7.08,3,0.1,CUST-0193,ORD-2023-04147,South,Florida,Corporate,Second Class,Accessories
2023-07-18,3277.98,651.21,3,0.1,CUST-0054,ORD-2023-00876,West,Washington,Consumer,Standard Class,Phones
2023-07-18,708.43,98.17,4,0.1,CUST-0054,ORD-2023-00876,West,Washington,Consumer,Standard Class,Furnishings
2023-07-18,151.61,9.34,1,0.15,CUST-0112,ORD-2023-02598,East,New York,Consumer,Standard Class,Furnishings
2023-07-18,54.69,17.36,2,0.0,CUST-0112,ORD-2023-02598,East,New York,Consumer,Standard Class,Paper
2023-07-18,862.57,28.12,2,0.3,CUST-0112,ORD-2023-02598,East,New York,Consumer,Standard Class,Bookcases
2023-07-18,5.72,1.36,2,0.2,CUST-0160,ORD-2023-04493,Central,Ohio,Corporate,Standard Class,Paper
2023-07-18,86.71,17.69,3,0.0,CUST-0160,ORD-2023-04493,Central,Ohio,Corporate,Standard Class,Binders
2023-07-18,127.54,25.91,3,0.0,CUST-0160,ORD-2023-04493,Central,Ohio,Corporate,Standard Class,Binders
2023-07-18,556.23,18.82,6,0.3,CUST-0160,ORD-2023-04493,Central,Ohio,Corporate,Standard Class,Appliances
2023-07-19,542.4,42.92,1,0.0,CUST-0165,ORD-2023-02267,South,Texas,Corporate,Standard Class,Bookcases
2023-07-19,48.72,9.89,1,0.2,CUST-0165,ORD-2023-02267,South,Texas,Corporate,Standard Class,Binders
2023-07-19,148.81,15.15,5,0.05,CUST-0165,ORD-2023-02267,South,Texas,Corporate,Standard Class,Storage
2023-07-19,9.22,2.54,1,0.1,CUST-0165,ORD-2023-02267,South,Texas,Corporate,Standard Class,Paper
2023-07-19,16.55,4.07,1,0.15,CUST-0044,ORD-2023-02941,South,Texas,Consumer,Standard Class,Paper
2023-07-19,127.42,15.44,2,0.0,CUST-0044,ORD-2023-02941,South,Texas,Consumer,Standard Class,Storage
2023-07-19,1087.81,135.64,5,0.1,CUST-0044,ORD-2023-02941,South,Texas,Consumer,Standard Class,Appliances
2023-07-19,96.03,18.28,5,0.2,CUST-0428,ORD-2023-02983,West,California,Consumer,Second Class,Binders
2023-07-19,468.64,45.55,5,0.1,CUST-0428,ORD-2023-02983,West,California,Consumer,Second Class,Accessories
2023-07-19,257.45,51.6,7,0.0,CUST-0428,ORD-2023-02983,West,California,Consumer,Second Class,Paper
2023-07-20,1015.77,112.96,7,0.05,CUST-0351,ORD-2023-00706,East,Pennsylvania,Corporate,Standard Class,Tables
2023-07-20,244.2,22.8,2,0.15,CUST-0351,ORD-2023-00706,East,Pennsylvania,Corporate,Standard Class,Chairs
2023-07-20,716.18,96.64,8,0.05,CUST-0351,ORD-2023-00706,East,Pennsylvania,Corporate,Standard Class,Storage
2023-07-20,1434.4,157.87,6,0.15,CUST-0351,ORD-2023-00706,East,Pennsylvania,Corporate,Standard Class,Chairs
2023-07-20,177.35,24.13,4,0.1,CUST-0120,ORD-2023-01328,South,Georgia,Corporate,Standard Class,Binders
2023-07-20,1158.61,250.08,7,0.0,CUST-0274,ORD-2023-02593,South,Florida,Home Office,Standard Class,Appliances
2023-07-20,199.05,45.64,8,0.0,CUST-0227,ORD-2023-03890,South,Texas,Consumer,Standard Class,Paper
2023-07-20,314.46,39.52,6,0.1,CUST-0008,ORD-2023-04548,South,Florida,Home Office,Standard Class,Storage
2023-07-20,278.05,64.1,8,0.1,CUST-0347,ORD-2023-05008,West,Oregon,Corporate,Standard Class,Binders
2023-07-20,1577.49,299.25,8,0.0,CUST-0347,ORD-2023-05008,West,Oregon,Corporate,Standard Class,Storage
2023-07-21,60.16,9.03,7,0.15,CUST-0410,ORD-2023-02440,Central,Ohio,Consumer,Standard Class,Binders
2023-07-21,36.7,8.54,2,0.1,CUST-0410,ORD-2023-02440,Central,Ohio,Consumer,Standard Class,Paper
2023-07-22,7375.32,1766.42,6,0.0,CUST-0430,ORD-2023-01932,South,Georgia,Home Office,Standard Class,Copiers
2023-07-22,89.45,26.68,4,0.05,CUST-0430,ORD-2023-01932,South,Georgia,Home Office,Standard Class,Paper
2023-07-22,406.57,28.87,6,0.15,CUST-0430,ORD-2023-01932,South,Georgia,Home Office,Standard Class,Furnishings
2023-07-22,71.94,11.08,1,0.05,CUST-0100,ORD-2023-04255,South,Georgia,Corporate,First Class,Storage
2023-07-22,7590.83,1301.67,6,0.0,CUST-0100,ORD-2023-04255,South,Georgia,Corporate,First Class,Copiers
2023-07-23,350.38,65.25,8,0.0,CUST-0148,ORD-2023-04125,South,Georgia,Home Office,Second Class,Accessories
2023-07-23,241.69,58.88,8,0.05,CUST-0148,ORD-2023-04125,South,Georgia,Home Office,Second Class,Paper
2023-07-23,1106.99,117.72,2,0.1,CUST-0263,ORD-2023-04238,Central,Illinois,Home Office,Second Class,Phones
2023-07-23,3328.33,318.83,6,0.0,CUST-0263,ORD-2023-04238,Central,Illinois,Home Office,Second Class,Tables
2023-07-23,5913.8,1071.58,8,0.1,CUST-0263,ORD-2023-04238,Central,Illinois,Home Office,Second Class,Phones
2023-07-24,2069.04,352.94,3,0.0,CUST-0101,ORD-2023-00223,Central,Illinois,Corporate,Second Class,Phones
2023-07-24,2491.58,398.54,6,0.05,CUST-0101,ORD-2023-00223,Central,Illinois,Corporate,Second Class,Appliances
2023-07-24,1345.7,181.85,3,0.1,CUST-0217,ORD-2023-01091,East,New York,Corporate,Standard Class,Chairs
2023-07-24,126.8,21.94,2,0.0,CUST-0217,ORD-2023-01091,East,New York,Corporate,Standard Class,Binders
2023-07-24,1442.23,0.97,2,0.15,CUST-0217,ORD-2023-01091,East,New York,Corporate,Standard Class,Machines
2023-07-24,1940.43,233.79,3,0.1,CUST-0074,ORD-2023-01487,East,Pennsylvania,Consumer,Standard Class,Phones
2023-07-24,221.89,40.65,1,0.0,CUST-0074,ORD-2023-01487,East,Pennsylvania,Consumer,Standard Class,Appliances
2023-07-24,1568.51,142.6,7,0.15,CUST-0074,ORD-2023-01487,East,Pennsylvania,Consumer,Standard Class,Phones
2023-07-24,130.21,30.77,3,0.05,CUST-0074,ORD-2023-01487,East,Pennsylvania,Consumer,Standard Class,Binders
2023-07-24,633.88,129.15,6,0.0,CUST-0142,ORD-2023-04817,South,Georgia,Consumer,Standard Class,Accessories
2023-07-25,2154.9,401.69,4,0.0,CUST-0220,ORD-2023-00141,West,California,Corporate,Standard Class,Phones
2023-07-25,6216.25,725.73,5,0.1,CUST-0220,ORD-2023-00141,West,California,Corporate,Standard Class,Machines
2023-07-25,58.29,10.94,5,0.1,CUST-0220,ORD-2023-00141,West,California,Corporate,Standard Class,Paper
2023-07-25,2563.72,446.49,6,0.05,CUST-0090,ORD-2023-02620,West,Washington,Consumer,Standard Class,Appliances
2023-07-25,2918.16,284.79,7,0.1,CUST-0090,ORD-2023-02620,West,Washington,Consumer,Standard Class,Appliances
2023-07-25,378.87,47.24,6,0.1,CUST-0090,ORD-2023-02620,West,Washington,Consumer,Standard Class,Accessories
2023-07-25,473.07,51.57,2,0.05,CUST-0090,ORD-2023-02620,West,Washington,Consumer,Standard Class,Appliances
2023-07-25,1392.85,146.6,7,0.2,CUST-0019,ORD-2023-04807,East,Pennsylvania,Consumer,Standard Class,Phones
2023-07-26,63.32,13.33,1,0.1,CUST-0299,ORD-2023-00427,West,Washington,Corporate,Standard Class,Accessories
2023-07-26,15.86,3.45,2,0.15,CUST-0043,ORD-2023-03400,West,Washington,Consumer,Standard Class,Paper
2023-07-27,1327.81,223.68,7,0.0,CUST-0164,ORD-2023-00593,Central,Ohio,Corporate,Standard Class,Furnishings
2023-07-27,223.7,47.77,7,0.05,CUST-0164,ORD-2023-00593,Central,Ohio,Corporate,Standard Class,Paper
2023-07-27,1300.17,86.84,3,0.2,CUST-0302,ORD-2023-02981,Central,Illinois,Home Office,Second Class,Phones
2023-07-27,493.44,59.88,5,0.3,CUST-0423,ORD-2023-03052,West,Oregon,Corporate,Standard Class,Accessories
2023-07-27,41.05,8.08,1,0.05,CUST-0423,ORD-2023-03052,West,Oregon,Corporate,Standard Class,Binders
2023-07-27,227.62,58.29,6,0.15,CUST-0423,ORD-2023-03052,West,Oregon,Corporate,Standard Class,Paper
2023-07-27,1767.08,7.34,5,0.15,CUST-0231,ORD-2023-03839,Central,Ohio,Home Office,Standard Class,Tables
2023-07-27,22.14,5.79,6,0.05,CUST-0231,ORD-2023-03839,Central,Ohio,Home Office,Standard Class,Paper
2023-07-27,298.06,39.54,4,0.05,CUST-0231,ORD-2023-03839,Central,Ohio,Home Office,Standard Class,Furnishings
2023-07-28,2990.65,-5.24,7,0.3,CUST-0308,ORD-2023-00416,Central,Michigan,Consumer,First Class,Tables
2023-07-28,301.66,43.17,6,0.1,CUST-0308,ORD-2023-00416,Central,Michigan,Consumer,First Class,Binders
2023-07-28,398.45,48.97,8,0.1,CUST-0308,ORD-2023-00416,Central,Michigan,Consumer,First Class,Accessories
2023-07-28,437.3,42.13,2,0.05,CUST-0230,ORD-2023-01354,Central,Ohio,Consumer,Second Class,Chairs
2023-07-28,609.29,47.94,7,0.1,CUST-0230,ORD-2023-01354,Central,Ohio,Consumer,Second Class,Storage
2023-07-28,1723.76,204.85,7,0.1,CUST-0230,ORD-2023-01354,Central,Ohio,Consumer,Second Class,Chairs
2023-07-28,102.54,13.96,2,0.05,CUST-0099,ORD-2023-01362,West,Oregon,Consumer,Standard Class,Accessories
2023-07-28,293.92,51.22,6,0.2,CUST-0099,ORD-2023-01362,West,Oregon,Consumer,Standard Class,Accessories
2023-07-28,14.29,2.19,1,0.15,CUST-0099,ORD-2023-01362,West,Oregon,Consumer,Standard Class,Binders
2023-07-28,1469.27,49.43,6,0.0,CUST-0296,ORD-2023-01706,South,Florida,Home Office,Second Class,Tables
2023-07-28,1734.2,179.54,4,0.0,CUST-0048,ORD-2023-02168,East,Pennsylvania,Consumer,Standard Class,Chairs
2023-07-28,291.13,27.94,1,0.0,CUST-0048,ORD-2023-02168,East,Pennsylvania,Consumer,Standard Class,Tables
2023-07-28,2854.91,203.35,6,0.1,CUST-0048,ORD-2023-02168,East,Pennsylvania,Consumer,Standard Class,Tables
2023-07-28,181.57,33.48,5,0.1,CUST-0395,ORD-2023-02285,Central,Illinois,Corporate,Standard Class,Binders
2023-07-28,154.25,21.71,1,0.0,CUST-0395,ORD-2023-02285,Central,Illinois,Corporate,Standard Class,Appliances
2023-07-28,356.71,39.52,2,0.15,CUST-0242,ORD-2023-02679,East,Pennsylvania,Corporate,Standard Class,Furnishings
2023-07-28,198.64,58.66,5,0.05,CUST-0040,ORD-2023-04084,Central,Illinois,Corporate,Second Class,Paper
2023-07-28,175.52,10.69,3,0.1,CUST-0040,ORD-2023-04084,Central,Illinois,Corporate,Second Class,Storage
2023-07-28,11696.49,1341.83,8,0.0,CUST-0040,ORD-2023-04084,Central,Illinois,Corporate,Second Class,Machines
2023-07-28,380.98,71.31,8,0.0,CUST-0040,ORD-2023-04084,Central,Illinois,Corporate,Second Class,Binders
2023-07-28,5552.13,696.45,6,0.0,CUST-0238,ORD-2023-04565,East,Massachusetts,Home Office,Standard Class,Tables
2023-07-29,563.31,100.22,6,0.05,CUST-0183,ORD-2023-00692,East,Pennsylvania,Consumer,Second Class,Accessories
2023-07-29,1176.92,77.37,7,0.1,CUST-0183,ORD-2023-00692,East,Pennsylvania,Consumer,Second Class,Furnishings
2023-07-29,320.27,22.83,3,0.2,CUST-0183,ORD-2023-00692,East,Pennsylvania,Consumer,Second Class,Appliances
2023-07-29,570.74,-21.62,3,0.3,CUST-0402,ORD-2023-01735,West,Washington,Corporate,Standard Class,Bookcases
2023-07-29,314.84,60.96,6,0.15,CUST-0381,ORD-2023-02984,West,Washington,Consumer,Standard Class,Binders
2023-07-29,539.34,38.09,1,0.2,CUST-0381,ORD-2023-02984,West,Washington,Consumer,Standard Class,Phones
2023-07-29,121.7,19.43,4,0.3,CUST-0381,ORD-2023-02984,West,Washington,Consumer,Standard Class,Binders
2023-07-29,612.06,85.1,5,0.0,CUST-0381,ORD-2023-02984,West,Washington,Consumer,Standard Class,Accessories
2023-07-29,3248.01,330.42,7,0.05,CUST-0198,ORD-2023-03050,East,Pennsylvania,Corporate,Standard Class,Chairs
2023-07-29,4260.45,529.81,4,0.05,CUST-0198,ORD-2023-03050,East,Pennsylvania,Corporate,Standard Class,Machines
2023-07-29,855.03,149.86,6,0.0,CUST-0198,ORD-2023-03050,East,Pennsylvania,Corporate,Standard Class,Chairs
2023-07-29,1708.74,66.78,3,0.1,CUST-0104,ORD-2023-04183,East,New York,Consumer,Second Class,Bookcases
2023-07-29,3220.3,497.33,8,0.0,CUST-0104,ORD-2023-04183,East,New York,Consumer,Second Class,Appliances
2023-07-29,104.09,19.72,4,0.1,CUST-0104,ORD-2023-04183,East,New York,Consumer,Second Class,Paper
2023-07-29,230.51,32.28,8,0.1,CUST-0356,ORD-2023-04342,South,Florida,Consumer,Standard Class,Binders
2023-07-29,2150.55,346.98,7,0.0,CUST-0356,ORD-2023-04342,South,Florida,Consumer,Standard Class,Chairs
2023-07-29,198.91,33.42,7,0.0,CUST-0356,ORD-2023-04342,South,Florida,Consumer,Standard Class,Accessories
2023-07-30,1158.63,194.09,8,0.15,CUST-0211,ORD-2023-01915,East,New York,Corporate,Standard Class,Appliances
2023-07-30,92.1,20.58,4,0.1,CUST-0211,ORD-2023-01915,East,New York,Corporate,Standard Class,Paper
2023-07-30,132.22,19.85,8,0.2,CUST-0211,ORD-2023-01915,East,New York,Corporate,Standard Class,Paper
2023-07-30,2368.7,254.84,5,0.1,CUST-0028,ORD-2023-02454,Central,Ohio,Consumer,Standard Class,Bookcases
2023-07-30,34.57,0.21,2,0.3,CUST-0028,ORD-2023-02454,Central,Ohio,Consumer,Standard Class,Furnishings
2023-07-31,13.26,3.53,1,0.0,CUST-0213,ORD-2023-02703,West,California,Consumer,Second Class,Binders
2023-07-31,368.55,62.13,7,0.1,CUST-0213,ORD-2023-02703,West,California,Consumer,Second Class,Binders
2023-07-31,1486.24,106.93,5,0.0,CUST-0213,ORD-2023-02703,West,California,Consumer,Second Class,Chairs
2023-07-31,40.59,7.88,1,0.05,CUST-0213,ORD-2023-02703,West,California,Consumer,Second Class,Accessories
2023-07-31,318.0,62.9,6,0.05,CUST-0116,ORD-2023-03749,East,New York,Consumer,Standard Class,Accessories
2023-07-31,342.97,27.82,5,0.2,CUST-0116,ORD-2023-03749,East,New York,Consumer,Standard Class,Accessories
2023-07-31,63.45,9.84,7,0.05,CUST-0116,ORD-2023-03749,East,New York,Consumer,Standard Class,Binders
2023-07-31,149.99,23.05,4,0.1,CUST-0116,ORD-2023-03749,East,New York,Consumer,Standard Class,Binders
2023-07-31,3928.9,240.46,6,0.0,CUST-0131,ORD-2023-03760,Central,Ohio,Consumer,Standard Class,Tables
2023-07-31,183.27,18.92,2,0.05,CUST-0131,ORD-2023-03760,Central,Ohio,Consumer,Standard Class,Tables
2023-07-31,628.89,149.92,8,0.0,CUST-0131,ORD-2023-03760,Central,Ohio,Consumer,Standard Class,Accessories
2023-07-31,347.23,19.7,3,0.2,CUST-0274,ORD-2023-04950,West,Oregon,Consumer,Second Class,Storage
2023-08-01,3758.9,649.78,4,0.05,CUST-0151,ORD-2023-01833,East,New York,Home Office,Standard Class,Copiers
